profile,entry,end,size,name,namespace,memory_block,is_thunk,thunk_target,parameter_count,calling_convention,return_type,caller_count,callers,callee_count,callees,global_ref_count,global_refs,string_count,strings,module,logical_file,owner,original_source,maintained_name,maintained_kind,maintained_confidence,maintained_source_file,maintained_notes,confidence,evidence,status
eur_rev0,0x001DC4DC,0x001DC4DF,4,EnNwc_Draw,Global,oot3d_text,false,,2,default,void,0,,0,,0,,0,,game/actors,src/oot3d/game/actors/ennwc_draw.cpp,EnNwc_Draw,,EnNwc_Draw,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit draw slot evidence; bounded owner(s)=EnNwc; record(s)=0x0052D1A0.,certain,manual_symbol:EnNwc_Draw; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DC4E0,0x001DC50B,44,EnNwc_Update,Global,oot3d_text,false,,2,default,void,0,,1,0x00376168,0,,0,,game/actors,src/oot3d/game/actors/ennwc_update.cpp,EnNwc_Update,,EnNwc_Update,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit update slot evidence; bounded owner(s)=EnNwc; record(s)=0x0052D1A0.,certain,manual_symbol:EnNwc_Update; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DC50C,0x001DC5E7,220,FUN_001dc50c,Global,oot3d_text,false,,0,unknown,undefined,0,,7,0x003705A0;0x0037322C;0x0037572C;0x00376168;0x003762A4;0x00376340;0x00376864,8,0x001DC5E8;0x001DC5EC;0x001DC5F0;0x001DC5F4;0x001DC5F8;0x001DC5FC;0x001DC600;0x001DC604,0,,game/actors,src/oot3d/game/actors/native_indirect_ready_upper_roots.cpp,actor,,ActorRoot_SetFocus_And_SetScale_001DC50C,function,high,analysis/codebin_decompilation_batch_150.md,"Executes the complete observed native actor root through `Actor_SetFocus`, `Actor_SetScale`, `Actor_UpdateBgCheckInfo`, `CollisionCheck_SetAC` and additional maintained calls and preserves its local field and control-flow effects.",certain,manual_symbol:ActorRoot_SetFocus_And_SetScale_001DC50C; confidence:high; source:analysis/codebin_decompilation_batch_150.md,maintained_symbol
eur_rev0,0x001DC608,0x001DC60B,4,EnOE2_Draw,Global,oot3d_text,false,,2,default,void,0,,0,,0,,0,,game/actors,src/oot3d/game/actors/enoe2_draw.cpp,EnOE2_Draw,,EnOE2_Draw,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit draw slot evidence; bounded owner(s)=EnOE2; record(s)=0x0052DA6C.,certain,manual_symbol:EnOE2_Draw; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DC60C,0x001DC60F,4,EnOE2_Update,Global,oot3d_text,false,,2,default,void,0,,0,,0,,0,,game/actors,src/oot3d/game/actors/cluster_001dc60c.cpp,cluster_001dc60c,,EnOE2_Update,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit update slot evidence; bounded owner(s)=EnOE2; record(s)=0x0052DA6C.,certain,manual_symbol:EnOE2_Update; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DC610,0x001DC75F,336,EnOssan_Init,Global,oot3d_text,false,,2,default,void,0,,3,0x003510B0;0x00363C10;0x00374428,16,0x001037DC;0x001DC760;0x001DC764;0x001DC768;0x001DC76C;0x001DC770;0x001DC774;0x001DC778;0x0052D4DC;0x0052D52A;0x0052D52C;0x0052D52E;0x00587958;0x0058795C;0x00588848;0x00588876,0,,game/actors,src/oot3d/game/actors/cluster_001dc60c.cpp,cluster_001dc60c,,EnOssan_Init,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit init slot evidence; bounded owner(s)=EnOssan; record(s)=0x0052DA4C.,certain,manual_symbol:EnOssan_Init; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DC77C,0x001DC79F,36,EnOssan_Destroy,Global,oot3d_text,false,,2,default,void,0,,2,0x0034F6B8;0x003501B8,0,,0,,game/actors,src/oot3d/game/actors/cluster_001dc60c.cpp,cluster_001dc60c,,EnOssan_Destroy,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit destroy slot evidence; bounded owner(s)=EnOssan; record(s)=0x0052DA4C.,certain,manual_symbol:EnOssan_Destroy; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DC7D4,0x001DC837,100,EnXc_Draw,Global,oot3d_text,false,,2,default,void,0,,1,0x0036932C,2,0x001DC838;0x0052D47C,0,,game/actors,src/oot3d/game/actors/En_Xc/z_en_xc.cpp,z_en_xc,,EnXc_Draw,function,high,analysis/codebin_decompilation_batch_075.md,Native body reconciled with its actor state machine.,certain,manual_symbol:EnXc_Draw; confidence:high; source:analysis/codebin_decompilation_batch_075.md,maintained_symbol
eur_rev0,0x001DC83C,0x001DC85F,36,EnXc_Update,Global,oot3d_text,false,,2,default,void,0,,0,,2,0x001DC860;0x0052D338,0,,game/actors,src/oot3d/game/actors/En_Xc/z_en_xc.cpp,z_en_xc,,EnXc_Update,function,high,analysis/codebin_decompilation_batch_075.md,Native body reconciled with its actor state machine.,certain,manual_symbol:EnXc_Update; confidence:high; source:analysis/codebin_decompilation_batch_075.md,maintained_symbol
eur_rev0,0x001DC864,0x001DC8AF,76,FUN_001dc864,Global,oot3d_text,false,,0,unknown,undefined,0,,3,0x0035E240;0x0035E330;0x0035E3A4,0,,0,,game/actors,src/oot3d/game/actors/cluster_001dc83c.cpp,cluster_001dc83c,,,,,,,probable,call/address/global cluster,clustered
eur_rev0,0x001DC8B0,0x001DCA93,484,EnOkuta_Init,Global,oot3d_text,false,,2,default,void,0,,11,0x00350D20;0x003510B0;0x00353C9C;0x00353D24;0x00353DD0;0x0035E8A0;0x0036E81C;0x00372D4C;0x00372F38;0x00374428;0x00375D3C,18,0x001DCA94;0x001DCA98;0x001DCA9C;0x001DCAA0;0x001DCAA4;0x001DCAA8;0x001DCAAC;0x001DCAB0;0x001DCAB4;0x001DCAB8;0x002096A0;0x003E0C4C;0x003E47CC;0x0052DB04;0x0052DB0C;0x0052DB14;0x0052DB4C;0x0052DB84,0,,game/actors,src/oot3d/game/actors/En_Okuta/z_en_okuta.cpp,z_en_okuta,,EnOkuta_Init,function,high,analysis/codebin_decompilation_batch_061.md,Maintained EnOkuta workflow entrypoint in multi-enemy tranche 061.,certain,manual_symbol:EnOkuta_Init; confidence:high; source:analysis/codebin_decompilation_batch_061.md,maintained_symbol
eur_rev0,0x001DCABC,0x001DCACF,20,EnOkuta_Destroy,Global,oot3d_text,false,,2,default,void,0,,1,0x00350BE0,0,,0,,game/actors,src/oot3d/game/actors/En_Okuta/z_en_okuta.cpp,z_en_okuta,,EnOkuta_Destroy,function,high,analysis/codebin_decompilation_batch_061.md,Maintained EnOkuta workflow entrypoint in multi-enemy tranche 061.,certain,manual_symbol:EnOkuta_Destroy; confidence:high; source:analysis/codebin_decompilation_batch_061.md,maintained_symbol
eur_rev0,0x001DCAF8,0x001DCB53,92,EnOwl_Draw,Global,oot3d_text,false,,2,default,void,0,,3,0x0035E240;0x0035E330;0x0035E3A4,5,0x001505E4;0x0016DA58;0x001DCB54;0x001DCB58;0x001DCB5C,0,,game/actors,src/oot3d/game/actors/En_Owl/z_en_owl.cpp,z_en_owl,,EnOwl_Draw,function,high,analysis/codebin_decompilation_batch_063.md,Maintained EnOwl workflow entrypoint in multi-NPC tranche 063.,certain,manual_symbol:EnOwl_Draw; confidence:high; source:analysis/codebin_decompilation_batch_063.md,maintained_symbol
eur_rev0,0x001DCB60,0x001DD3CF,2052,EnOwl_Update,Global,oot3d_text,false,,2,default,void,0,,12,0x002CFCA0;0x00338F60;0x003702C8;0x00371E50;0x003736FC;0x003738A8;0x003759D0;0x00375BCC;0x003762A4;0x0037632C;0x00376340;0x00376864,30,0x001DCF50;0x001DCF54;0x001DCF58;0x001DCF5C;0x001DCF60;0x001DCF64;0x001DCF68;0x001DCF6C;0x001DCF70;0x001DCF74;0x001DCF78;0x001DCF7C;0x001DCF80;0x001DCF84;0x001DCF88;0x001DCF8C;0x001DCF90;0x001DCF94;0x001DCF98;0x001DCF9C;0x001DD324;0x001DD328;0x001DD32C;0x001DD330;0x001DD334;0x001DD338;0x001DD33C;0x001DD3D0;0x0051B2F4;0x0052DBC8,0,,game/actors,src/oot3d/game/actors/En_Owl/z_en_owl.cpp,z_en_owl,,EnOwl_Update,function,high,analysis/codebin_decompilation_batch_063.md,Maintained EnOwl workflow entrypoint in multi-NPC tranche 063.,certain,manual_symbol:EnOwl_Update; confidence:high; source:analysis/codebin_decompilation_batch_063.md,maintained_symbol
eur_rev0,0x001DD3D4,0x001DD673,672,EnPeehat_Draw,Global,oot3d_text,false,,2,default,void,0,,11,0x002CFCA0;0x0035479C;0x0035E240;0x003679B4;0x00369014;0x00372070;0x00372170;0x003721E0;0x00372224;0x003735AC;0x003735E8,37,0x001DD674;0x001DD678;0x001DD67C;0x001DD680;0x001DD684;0x001DD688;0x001DD68C;0x001DD690;0x001DD694;0x001DD698;0x001DD69C;0x001DD6A0;0x001DD6A4;0x001DD6A8;0x001DD6AC;0x001DD6B0;0x001DD6B4;0x001DD6B8;0x001DD6BC;0x00234044;0x0029828C;0x0052DC90;0x0052DC94;0x0052DC98;0x0052DC9C;0x0059B4FC;0x0059B500;0x0059B504;0x0059B508;0x0059B50C;0x0059B510;0x0059B514;0x0059B518;0x0059B51C;0x0059B520;0x0059B524;0x0059B528,0,,game/actors,src/oot3d/game/actors/En_Peehat/z_en_peehat.cpp,z_en_peehat,,EnPeehat_Draw,function,high,analysis/codebin_decompilation_batch_060.md,Maintained EnPeehat workflow entrypoint in multi-actor tranche 060.,certain,manual_symbol:EnPeehat_Draw; confidence:high; source:analysis/codebin_decompilation_batch_060.md,maintained_symbol
eur_rev0,0x001DD6C0,0x001DD957,664,FUN_001dd6c0,Global,oot3d_text,false,,2,default,void,0,,9,0x0033D000;0x00357388;0x00357A50;0x00358778;0x0035E240;0x0036932C;0x00372170;0x003721E0;0x0037266C,16,0x001DD958;0x001DD95C;0x001DD960;0x001DD964;0x001DD968;0x001DD96C;0x001DD970;0x00256980;0x004D9B34;0x004D9B38;0x004D9B3C;0x004D9B40;0x004D9B44;0x004D9B48;0x004D9B4C;0x004D9B50,0,,game/actors,src/oot3d/game/actors/native_indirect_roots_tranche_183.cpp,EnPoh,,EnPoh_NativeDraw_001DD6C0,function,high,analysis/codebin_decompilation_batch_183.md,Original OoT3D literal cell 0x0024D5B0 installs this EnPoh draw root. The Actor dispatch slot fixes the concrete owner and PlayState pointer ABI. The complete native span is SHA-256 pinned; no N64-only evidence is used.,certain,manual_symbol:EnPoh_NativeDraw_001DD6C0; confidence:high; source:analysis/codebin_decompilation_batch_183.md,maintained_symbol
eur_rev0,0x001DD974,0x001DDEEB,1304,FUN_001dd974,Global,oot3d_text,false,,2,default,void,0,,18,0x0011B150;0x00120388;0x00175170;0x0036E800;0x0036E81C;0x0037322C;0x00373D40;0x00374A58;0x003759D0;0x00375B70;0x00375BCC;0x00375EB8;0x00375ED8;0x00376168;0x003761F0;0x003762A4;0x0037632C;0x00376864,37,0x00107AE4;0x0011B150;0x0011C3F4;0x00120388;0x0013F9C4;0x00175170;0x001DDD78;0x001DDD7C;0x001DDD80;0x001DDD84;0x001DDD88;0x001DDD8C;0x001DDD90;0x001DDD94;0x001DDD98;0x001DDD9C;0x001DDDA0;0x001DDDA4;0x001DDDA8;0x001DDDAC;0x001DDDB0;0x001DDDB4;0x001DDDB8;0x001DDDBC;0x001DDDC0;0x001DDDC4;0x001DDDC8;0x001DDDCC;0x001DDDD0;0x001DDDD4;0x001DDEEC;0x001DDEF0;0x001DDEF4;0x001DDEF8;0x001DDEFC;0x001DDF00;0x00238C38,0,,game/actors,src/oot3d/game/actors/native_indirect_roots_tranche_183.cpp,EnPoh,,EnPoh_NativeUpdate_001DD974,function,high,analysis/codebin_decompilation_batch_183.md,Original OoT3D literal cell 0x0024D5A4 installs this EnPoh update root. The Actor dispatch slot fixes the concrete owner and PlayState pointer ABI. The complete native span is SHA-256 pinned; no N64-only evidence is used.,certain,manual_symbol:EnPoh_NativeUpdate_001DD974; confidence:high; source:analysis/codebin_decompilation_batch_183.md,maintained_symbol
eur_rev0,0x001DDF04,0x001DE0A7,420,EnReeba_Init,Global,oot3d_text,false,,2,default,void,0,,8,0x00353C9C;0x00353D24;0x00353DD0;0x0035EA34;0x00372D4C;0x00372F38;0x00375D3C;0x00376340,16,0x00181394;0x001DE0A8;0x001DE0AC;0x001DE0B0;0x001DE0B4;0x001DE0B8;0x001DE0BC;0x001DE0C0;0x001DE0C4;0x001DE0C8;0x001DE0CC;0x001DE0D0;0x001DE0D4;0x002096A0;0x0052E2AC;0x0052E2CC,0,,game/actors,src/oot3d/game/actors/cluster_001ddf04.cpp,cluster_001ddf04,,EnReeba_Init,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit init slot evidence; bounded owner(s)=EnReeba; record(s)=0x0052E304.,certain,manual_symbol:EnReeba_Init; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DE0D8,0x001DE14F,120,EnReeba_Destroy,Global,oot3d_text,false,,2,default,void,0,,2,0x003508B8;0x00350BE0,1,0x001DE150,0,,game/actors,src/oot3d/game/actors/cluster_001ddf04.cpp,cluster_001ddf04,,EnReeba_Destroy,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit destroy slot evidence; bounded owner(s)=EnReeba; record(s)=0x0052E304.,certain,manual_symbol:EnReeba_Destroy; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DE154,0x001DE177,36,EnRu1_Draw,Global,oot3d_text,false,,2,default,void,0,,0,,2,0x001DE178;0x0052E640,0,,game/actors,src/oot3d/game/actors/enru1_draw.cpp,EnRu1_Draw,,EnRu1_Draw,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit draw slot evidence; bounded owner(s)=EnRu1; record(s)=0x0052E64C.,certain,manual_symbol:EnRu1_Draw; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DE17C,0x001DE21F,164,EnRu1_Update,Global,oot3d_text,false,,2,default,void,0,,1,0x0037547C,9,0x001DE220;0x001DE224;0x001DE228;0x001DE22C;0x001DE230;0x001DE234;0x0052E584;0x0054AC20;0x0054AC24,0,,game/actors,src/oot3d/game/actors/enru1_update.cpp,EnRu1_Update,,EnRu1_Update,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit update slot evidence; bounded owner(s)=EnRu1; record(s)=0x0052E64C.,certain,manual_symbol:EnRu1_Update; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DE238,0x001DE25B,36,EnRu2_Draw,Global,oot3d_text,false,,2,default,void,0,,0,,2,0x001DE25C;0x0052E6F4,0,,game/actors,src/oot3d/game/actors/enru2_draw.cpp,EnRu2_Draw,,EnRu2_Draw,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit draw slot evidence; bounded owner(s)=EnRu2; record(s)=0x0052E700.,certain,manual_symbol:EnRu2_Draw; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DE260,0x001DE283,36,EnRu2_Update,Global,oot3d_text,false,,2,default,void,0,,0,,2,0x001DE284;0x0052E6A4,0,,game/actors,src/oot3d/game/actors/enru2_update.cpp,EnRu2_Update,,EnRu2_Update,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit update slot evidence; bounded owner(s)=EnRu2; record(s)=0x0052E700.,certain,manual_symbol:EnRu2_Update; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DE288,0x001DE28B,4,EnSda_Draw,Global,oot3d_text,false,,2,default,void,0,,0,,0,,0,,game/actors,src/oot3d/game/actors/ensda_draw.cpp,EnSda_Draw,,EnSda_Draw,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit draw slot evidence; bounded owner(s)=EnSda; record(s)=0x0052EABC.,certain,manual_symbol:EnSda_Draw; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DE28C,0x001DE28F,4,EnSda_Update,Global,oot3d_text,false,,2,default,void,0,,0,,0,,0,,game/actors,src/oot3d/game/actors/ensda_update.cpp,EnSda_Update,,EnSda_Update,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit update slot evidence; bounded owner(s)=EnSda; record(s)=0x0052EABC.,certain,manual_symbol:EnSda_Update; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DE290,0x001DE31B,140,EnSkb_Draw,Global,oot3d_text,false,,2,default,void,0,,3,0x0035E240;0x0036932C;0x0037266C,2,0x001DE31C;0x001FF6DC,0,,game/actors,src/oot3d/game/actors/enskb_draw.cpp,EnSkb_Draw,,EnSkb_Draw,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit draw slot evidence; bounded owner(s)=EnSkb; record(s)=0x0052EC84.,certain,manual_symbol:EnSkb_Draw; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DE320,0x001DE7CF,1124,EnSkb_Update,Global,oot3d_text,false,,2,default,void,0,,16,0x003580EC;0x0035E4F4;0x003738A8;0x00374A58;0x003759D0;0x00375BCC;0x00375E18;0x00375EB8;0x00375ED8;0x00375FD0;0x00376168;0x003761F0;0x003762A4;0x00376340;0x00376864;0x003D6A44,23,0x00120460;0x00157844;0x001DE724;0x001DE728;0x001DE72C;0x001DE730;0x001DE734;0x001DE738;0x001DE73C;0x001DE740;0x001DE744;0x001DE748;0x001DE74C;0x001DE750;0x001DE754;0x001DE758;0x001DE75C;0x001DE760;0x001DE764;0x001DE768;0x001DE76C;0x001DE7D0;0x003D6A44,0,,game/actors,src/oot3d/game/actors/enskb_update.cpp,EnSkb_Update,,EnSkb_Update,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit update slot evidence; bounded owner(s)=EnSkb; record(s)=0x0052EC84.,certain,manual_symbol:EnSkb_Update; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DE7D4,0x001DE87F,172,EnSkj_Draw,Global,oot3d_text,false,,2,default,void,0,,4,0x00357388;0x0035E240;0x0036932C;0x0037266C,9,0x001DE880;0x001DE884;0x001DE888;0x001DE88C;0x004D9C38;0x004D9C3C;0x004D9C40;0x004D9C44;0x00588866,0,,game/actors,src/oot3d/game/actors/En_Skj/z_en_skj.cpp,z_en_skj,,EnSkj_Draw,function,high,analysis/codebin_decompilation_batch_065.md,Maintained EnSkj workflow entrypoint in multi-actor tranche 065.,certain,manual_symbol:EnSkj_Draw; confidence:high; source:analysis/codebin_decompilation_batch_065.md,maintained_symbol
eur_rev0,0x001DE890,0x001DED4B,1184,EnSkj_Update,Global,oot3d_text,false,,2,default,void,0,,20,0x0033CEFC;0x00350660;0x00350820;0x003686A8;0x0036BC98;0x0036DF58;0x003729B8;0x003731E0;0x0037322C;0x00374428;0x0037572C;0x00375BCC;0x00375EB8;0x00375ED8;0x00376168;0x003761F0;0x003762A4;0x0037632C;0x00376340;0x00376864,11,0x001DEC54;0x001DEC58;0x001DEC5C;0x001DEC60;0x001DEC64;0x001DEC68;0x001DEC6C;0x001DED4C;0x001DED50;0x004C9748;0x0052ECA4,0,,game/actors,src/oot3d/game/actors/En_Skj/z_en_skj.cpp,z_en_skj,,EnSkj_Update,function,high,analysis/codebin_decompilation_batch_065.md,Maintained EnSkj workflow entrypoint in multi-actor tranche 065.,certain,manual_symbol:EnSkj_Update; confidence:high; source:analysis/codebin_decompilation_batch_065.md,maintained_symbol
eur_rev0,0x001DED54,0x001DF08B,824,EnSsh_Draw,Global,oot3d_text,false,,2,default,void,0,,11,0x002CFCA0;0x00338F60;0x0035E240;0x0035E330;0x0035E3A4;0x0036932C;0x00372224;0x0037266C;0x00372674;0x003727F0;0x003735AC,8,0x00194A34;0x001DF08C;0x001DF090;0x001DF094;0x001DF098;0x001DF09C;0x001DF0A0;0x00357740,0,,game/actors,src/oot3d/game/actors/En_Ssh/z_en_ssh.cpp,z_en_ssh,,EnSsh_Draw,function,high,analysis/codebin_decompilation_batch_062.md,Maintained EnSsh workflow entrypoint in multi-enemy tranche 062.,certain,manual_symbol:EnSsh_Draw; confidence:high; source:analysis/codebin_decompilation_batch_062.md,maintained_symbol
eur_rev0,0x001DF0A4,0x001DF8BB,1992,EnSsh_Update,Global,oot3d_text,false,,2,default,void,0,,18,0x00347DD4;0x0036B96C;0x003702C8;0x00370734;0x00372224;0x00372674;0x003727F0;0x0037322C;0x003735AC;0x00374BB8;0x00375A18;0x00375BCC;0x00375ED8;0x00376168;0x003761F0;0x003762A4;0x0037632C;0x00376340,30,0x001DF3EC;0x001DF3F0;0x001DF3F4;0x001DF3F8;0x001DF3FC;0x001DF400;0x001DF404;0x001DF408;0x001DF40C;0x001DF410;0x001DF414;0x001DF418;0x001DF41C;0x001DF420;0x001DF858;0x001DF85C;0x001DF860;0x001DF864;0x001DF868;0x001DF86C;0x001DF8BC;0x004D9C98;0x004D9C9C;0x004D9CA0;0x004D9CA4;0x004D9CA8;0x004D9CAC;0x004D9CB0;0x004D9CB4;0x004D9CB8,0,,game/actors,src/oot3d/game/actors/En_Ssh/z_en_ssh.cpp,z_en_ssh,,EnSsh_Update,function,high,analysis/codebin_decompilation_batch_062.md,Maintained EnSsh workflow entrypoint in multi-enemy tranche 062.,certain,manual_symbol:EnSsh_Update; confidence:high; source:analysis/codebin_decompilation_batch_062.md,maintained_symbol
eur_rev0,0x001DFB24,0x001DFB2B,8,EnSth_Update,Global,oot3d_text,false,,2,default,void,0,,0,,0,,0,,game/actors,src/oot3d/game/actors/cluster_001dfb24.cpp,cluster_001dfb24,,EnSth_Update,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit update slot evidence; bounded owner(s)=EnSth; record(s)=0x0052F104.,certain,manual_symbol:EnSth_Update; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DFB2C,0x001DFB9F,116,EnTorch_Init,Global,oot3d_text,false,,2,default,void,0,,2,0x003738D0;0x00374428,4,0x001DFBA0;0x001DFBA4;0x0052F990;0x00588E77,1,MNVgeeee3,game/actors,src/oot3d/game/actors/cluster_001dfb24.cpp,cluster_001dfb24,,EnTorch_Init,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit init slot evidence; bounded owner(s)=EnTorch; record(s)=0x0052F970.,certain,manual_symbol:EnTorch_Init; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DFBA8,0x001DFD97,496,EnToryo_Init,Global,oot3d_text,false,,2,default,void,0,,11,0x00350318;0x00353D24;0x00353DD0;0x00353E78;0x00358EF8;0x0036AE14;0x00372D4C;0x00372F38;0x00374428;0x00375C08;0x00376340,20,0x00178AF8;0x001DFD98;0x001DFD9C;0x001DFDA0;0x001DFDA4;0x001DFDA8;0x001DFDAC;0x001DFDB0;0x001DFDB4;0x001DFDB8;0x001DFDBC;0x001DFDC0;0x002096A0;0x0052FA04;0x0052FA3C;0x0052FA48;0x0052FA50;0x0052FA54;0x0058795C;0x00587968,0,,game/actors,src/oot3d/game/actors/cluster_001dfb24.cpp,cluster_001dfb24,,EnToryo_Init,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit init slot evidence; bounded owner(s)=EnToryo; record(s)=0x0052F9E0.,certain,manual_symbol:EnToryo_Init; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DFDC4,0x001DFE1F,92,EnToryo_Destroy,Global,oot3d_text,false,,2,default,void,0,,3,0x003508B8;0x00350BE0;0x00371738,0,,0,,game/actors,src/oot3d/game/actors/cluster_001dfb24.cpp,cluster_001dfb24,,EnToryo_Destroy,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit destroy slot evidence; bounded owner(s)=EnToryo; record(s)=0x0052F9E0.,certain,manual_symbol:EnToryo_Destroy; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DFE20,0x001DFE8B,108,EnZl1_Draw,Global,oot3d_text,false,,2,default,void,0,,3,0x0035E240;0x0035E330;0x0035E3A4,4,0x00161308;0x00161408;0x001DFE8C;0x001DFE90,0,,game/actors,src/oot3d/game/actors/enzl1_draw.cpp,EnZl1_Draw,,EnZl1_Draw,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit draw slot evidence; bounded owner(s)=EnZl1; record(s)=0x005258C0.,certain,manual_symbol:EnZl1_Draw; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001DFE94,0x001E0013,384,EnZl1_Update,Global,oot3d_text,false,,2,default,void,0,,6,0x003702C8;0x00370734;0x00375A18;0x003762A4;0x0037632C;0x00376340,7,0x001610C4;0x001E0014;0x001E0018;0x001E001C;0x001E0020;0x001E0024;0x004D9624,0,,game/actors,src/oot3d/game/actors/enzl1_update.cpp,EnZl1_Update,,EnZl1_Update,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit update slot evidence; bounded owner(s)=EnZl1; record(s)=0x005258C0.,certain,manual_symbol:EnZl1_Update; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001E0028,0x001E00D3,172,EnZl2_Draw,Global,oot3d_text,false,,2,default,void,0,,4,0x0033CE74;0x0035E330;0x0035E3A4;0x0036932C,6,0x001E00D4;0x001E00D8;0x001E00DC;0x004D9F40;0x004D9F43;0x00530974,0,,game/actors,src/oot3d/game/actors/enzl2_draw.cpp,EnZl2_Draw,,EnZl2_Draw,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit draw slot evidence; bounded owner(s)=EnZl2; record(s)=0x005308C4.,certain,manual_symbol:EnZl2_Draw; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
eur_rev0,0x001E00E0,0x001E0103,36,EnZl2_Update,Global,oot3d_text,false,,2,default,void,0,,0,,2,0x001E0104;0x005308E4,0,,game/actors,src/oot3d/game/actors/enzl2_update.cpp,EnZl2_Update,,EnZl2_Update,function,high,analysis/codebin_decompilation_batch_162.md,Reviews the complete typed OoT3D ARM callback body from exact ActorInit update slot evidence; bounded owner(s)=EnZl2; record(s)=0x005308C4.,certain,manual_symbol:EnZl2_Update; confidence:high; source:analysis/codebin_decompilation_batch_162.md,maintained_symbol
