entry,size,name,boundary_kind,body_status,abi_status,classification,evidence,notes
0x002A0FD8,324,caseD_7_002a0fd8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A1130,324,caseD_8_002a1130,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A1288,96,caseD_b_002a1288,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A12F8,140,caseD_c_002a12f8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A13A0,140,caseD_d_002a13a0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A144C,404,caseD_1_002a144c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A439C,896,caseD_1c_002a439c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A473C,176,caseD_25,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A47FC,176,caseD_36,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A48C0,224,caseD_41,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A49B4,72,caseD_40,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A4A24,32,caseD_4c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A5F08,232,caseD_a_002a5f08,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A76B8,100,caseD_10_002a76b8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A79D4,540,caseD_22,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A7C1C,180,caseD_24,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A7CDC,292,caseD_25_002a7cdc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A7E24,508,caseD_1b_002a7e24,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A8044,744,caseD_22_002a8044,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A9F68,88,FUN_002a9f68,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x002AAFDC,520,FUN_002aafdc,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x002AE21C,44,caseD_10_002ae21c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002AE248,44,caseD_11_002ae248,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002AE274,44,caseD_12_002ae274,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002AE2A0,648,caseD_12_002ae2a0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002AE53C,632,caseD_13_002ae53c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002AE7C4,428,caseD_14_002ae7c4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002AE978,544,caseD_0_002ae978,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002AECD8,192,caseD_3_002aecd8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002AEDA4,236,caseD_4_002aeda4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002AEEA8,236,caseD_5_002aeea8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002AF150,240,caseD_1b_002af150,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B1A90,136,caseD_7_002b1a90,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B1E14,876,FUN_002b1e14,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x002B21A4,140,caseD_b_002b21a4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B2240,180,caseD_2b,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B22FC,148,caseD_1e,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B2390,180,caseD_22_002b2390,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B2454,156,caseD_20,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B2500,180,caseD_1d,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B25CC,456,caseD_37,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B27D8,132,caseD_38,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B2884,72,caseD_3b,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B34FC,96,caseD_4_002b34fc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B398C,416,caseD_13_002b398c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B3B48,128,caseD_e_002b3b48,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B5B2C,72,caseD_f_002b5b2c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B5CDC,72,caseD_13_002b5cdc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B5F88,196,caseD_1e_002b5f88,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B6060,124,caseD_1a_002b6060,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B60E4,220,caseD_1c_002b60e4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B61D4,224,caseD_19_002b61d4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B631C,196,caseD_11_002b631c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B63EC,148,caseD_d_002b63ec,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002B654C,360,caseD_10_002b654c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002BAE40,132,FUN_002bae40,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x002C4604,48,FUN_002c4604,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x002C83FC,56,FUN_002c83fc,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x002E1CE8,88,FUN_002e1ce8,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x002E6990,8,FUN_002e6990,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x002FAD1C,16,FUN_002fad1c,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x002FAE00,16,FUN_002fae00,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x0030250C,64,FUN_0030250c,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x00302BB8,20,FUN_00302bb8,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x0030C9E4,24,FUN_0030c9e4,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x0030D62C,8,FUN_0030d62c,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x0030E52C,24,FUN_0030e52c,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x0030F9F4,40,FUN_0030f9f4,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x00313EBC,40,FUN_00313ebc,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x00316D74,96,FUN_00316d74,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x0031A46C,368,caseD_10_0031a46c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0031C07C,396,caseD_a_0031c07c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00320FA0,236,caseD_d_00320fa0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x003236D4,424,caseD_11_003236d4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x003238AC,228,caseD_8_003238ac,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x003291C4,48,caseD_a_003291c4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00329CD0,60,caseD_9_00329cd0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0033E2A0,220,FUN_0033e2a0,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x00348054,160,FUN_00348054,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x00348068,80,FUN_00348068,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x0035E2D0,96,caseD_3_0035e2d0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0036AC40,36,FUN_0036ac40,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x00377D28,16,FUN_00377d28,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x0037CC68,44,caseD_1_0037cc68,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037CC94,160,caseD_8_0037cc94,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037CD38,160,caseD_9_0037cd38,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037CDDC,160,caseD_a_0037cddc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037CE80,160,caseD_b_0037ce80,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037CF24,160,caseD_c_0037cf24,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037CFC8,160,caseD_d_0037cfc8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037D06C,160,caseD_e_0037d06c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037D110,540,caseD_4_0037d110,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037D360,536,caseD_5_0037d360,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037D5AC,320,caseD_6_0037d5ac,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037E71C,240,caseD_f_0037e71c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037E828,224,caseD_1f,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037E93C,32,caseD_2a,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037E9A8,132,caseD_15_0037e9a8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037F7E0,140,caseD_7_0037f7e0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0037FA34,224,caseD_12_0037fa34,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x003809E8,456,caseD_20_003809e8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00380BDC,924,caseD_21_00380bdc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00380FAC,140,caseD_15_00380fac,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x003810B4,112,caseD_b_003810b4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0038469C,624,caseD_f_0038469c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00384B28,140,caseD_15_00384b28,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00385304,204,caseD_7_00385304,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00385804,140,caseD_7_00385804,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00385AA4,308,caseD_11_00385aa4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00386B28,668,caseD_c_00386b28,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00386C40,136,caseD_a_00386c40,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00386CE0,192,caseD_e_00386ce0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00386DDC,304,caseD_3c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00386F38,156,caseD_46,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00386FE4,144,caseD_3f,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0038708C,72,caseD_3a,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x003870DC,184,caseD_16_003870dc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00388BE0,388,caseD_3_00388be0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00388E9C,272,caseD_23,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00388FC8,580,caseD_27,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0038CEA4,596,caseD_9_0038cea4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0038D12C,476,caseD_8_0038d12c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0038D4FC,128,caseD_7_0038d4fc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0038D594,44,caseD_2_0038d594,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0038D5C0,44,caseD_3_0038d5c0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0038D5EC,44,caseD_4_0038d5ec,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0038D618,44,caseD_5_0038d618,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0038D644,44,caseD_6_0038d644,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
